Address,Occupied,Vacant,Owned_Loan,Owned_Clear,Renter_Occupied,TotalVacant_HUnits,ForRent,Rented_NotOccupied,ForSale,Sold_NotOccupied,Occasional_Use,MigrantWorkers,OtherVacant,H_White,H_AfricanAmerican,H_AmerIndian_Alaska,H_Asian,H_Hawaiian_Pacific,H_OtherRace,H_TwoOrMore_Races,Pop_Occ_HUnits,H_1P,H_2P,H_3P,H_4P,H_5P,H_6P,H_7MP,Owner_Occupied,Owner_Child_U18,Owner_NoChild_U18,Renter_Occupied,Renter_Child_U18,Renter_NoChild_U18,VacancyStatus_A,VacancyStatus_NA
"300 block merritt av, Syracuse, NY",81,1,49,14,18,1,1,0,0,0,0,0,0,67,7,2,1,0,0,4,183,28,28,11,9,4,0,1,63,13,50,18,4,14,0,1
"300 block mertens av, Syracuse, NY",37,2,20,13,4,2,0,0,0,1,0,0,1,37,0,0,0,0,0,0,78,10,17,7,2,1,0,0,33,6,27,4,1,3,0,2
"300 block midler av s, Syracuse, NY",140,3,57,27,56,3,1,0,2,0,0,0,0,127,11,0,1,0,1,0,304,46,50,28,9,4,3,0,84,19,65,56,15,41,0,3
"300 block montgomery st, Syracuse, NY",9,11,1,0,8,11,11,0,0,0,0,0,0,7,1,0,1,0,0,0,13,5,4,0,0,0,0,0,1,0,1,8,0,8,0,11
"300 block mount olympus dr, Syracuse, NY",48,1,7,5,36,1,0,0,0,0,0,0,1,42,2,0,3,0,0,1,166,3,10,18,7,3,4,3,12,4,8,36,0,36,0,1
"300 block mountainview av, Syracuse, NY",190,13,36,15,139,13,6,0,2,1,0,0,4,120,57,2,2,0,1,8,326,118,45,7,8,9,1,2,51,14,37,139,13,126,1,12
"300 block newell st w, Syracuse, NY",119,14,19,4,96,14,9,1,0,0,1,0,3,95,14,1,1,0,4,4,199,73,25,10,10,0,1,0,23,6,17,96,16,80,0,14
"300 block north av, Syracuse, NY",64,3,14,4,46,3,3,0,0,0,0,0,0,52,11,0,0,0,0,1,123,34,13,11,2,2,2,0,18,7,11,46,8,38,0,3
"300 block nottingham rd, Syracuse, NY",83,5,40,27,16,5,3,0,0,0,0,0,2,71,8,1,2,0,1,0,179,23,35,16,8,0,1,0,67,13,54,16,3,13,0,5
"300 block oak st, Syracuse, NY",70,4,20,8,42,4,0,0,0,0,0,0,4,54,12,1,0,0,0,3,184,21,18,11,12,4,3,1,28,8,20,42,16,26,0,4
"300 block onondaga av, Syracuse, NY",27,7,4,5,18,7,2,0,0,0,0,0,5,2,24,0,0,0,1,0,53,15,6,2,2,0,2,0,9,3,6,18,6,12,0,7
"300 block onondaga st e, Syracuse, NY",21,3,14,1,6,3,0,0,0,0,0,0,3,17,1,0,0,0,2,1,49,7,5,5,3,1,0,0,15,4,11,6,2,4,0,3
"300 block onondaga st w, Syracuse, NY",35,1,22,11,2,1,0,0,0,0,0,0,1,33,1,0,0,0,0,1,79,8,16,6,4,1,0,0,33,8,25,2,0,2,0,1
"300 block ostrander av w, Syracuse, NY",60,7,17,5,38,7,7,0,0,0,0,0,0,8,47,0,1,0,2,2,177,15,14,11,8,8,2,2,22,6,16,38,21,17,0,7
"300 block ostrom av, Syracuse, NY",38,2,1,0,37,2,2,0,0,0,0,0,0,9,27,0,0,0,0,2,86,19,5,6,4,2,1,1,1,0,1,37,14,23,0,2
"300 block ostrum av, Syracuse, NY",70,2,1,0,69,2,2,0,0,0,0,0,0,14,53,0,0,0,0,3,201,26,8,11,12,5,4,4,1,0,1,69,39,30,0,2
"300 block overlook dr, Syracuse, NY",42,3,25,8,9,3,0,0,0,0,0,0,3,38,3,1,0,0,0,0,92,17,13,2,8,1,1,0,33,7,26,9,2,7,1,2
"300 block pacific av, Syracuse, NY",55,5,31,18,6,5,0,0,1,1,1,0,2,36,17,1,0,0,0,1,122,14,24,11,4,1,1,0,49,12,37,6,2,4,0,5
"300 block park st, Syracuse, NY",365,27,9,6,350,27,12,1,0,0,3,0,11,252,75,5,21,0,2,10,481,283,60,11,10,1,0,0,15,2,13,350,21,329,0,27
"300 block pine st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block pleasant av w, Syracuse, NY",139,36,52,13,74,36,19,0,1,8,0,0,8,19,104,3,0,0,4,9,462,25,27,32,27,12,4,12,65,27,38,74,50,24,3,33
"300 block pond st, Syracuse, NY",150,31,21,17,112,31,12,0,2,0,1,0,16,73,31,0,29,0,9,8,479,42,26,28,15,18,10,11,38,12,26,112,65,47,0,31
"300 block prospect av, Syracuse, NY",26,14,0,0,26,14,14,0,0,0,0,0,0,10,14,0,1,0,1,0,31,22,3,1,0,0,0,0,0,0,0,26,3,23,0,14
"300 block pulaski st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block putnam st, Syracuse, NY",44,15,7,4,33,15,10,0,0,2,0,0,3,20,18,2,1,0,0,3,123,14,9,12,2,1,3,3,11,2,9,33,15,18,0,15
"300 block renwick av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block rich st, Syracuse, NY",12,4,6,3,3,4,0,0,0,2,0,0,2,6,5,0,0,0,0,1,41,2,2,3,2,1,1,1,9,5,4,3,2,1,0,4
"300 block richmond av, Syracuse, NY",0,7,0,0,0,7,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"300 block riegel st, Syracuse, NY",29,2,5,2,22,2,1,0,0,0,0,0,1,18,6,2,1,0,0,2,56,14,8,4,1,2,0,0,7,1,6,22,6,16,0,2
"300 block rill av, Syracuse, NY",22,4,7,2,13,4,0,0,0,0,0,0,4,8,13,0,0,0,0,1,67,1,9,6,3,0,3,0,9,5,4,13,11,2,0,4
"300 block salina st s, Syracuse, NY",73,14,24,13,36,14,8,0,0,0,0,0,6,18,48,1,0,0,4,2,230,11,22,16,10,4,4,6,37,11,26,36,19,17,0,14
"300 block salt springs rd, Syracuse, NY",23,0,17,6,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,2,48,7,11,2,2,1,0,0,23,5,18,0,0,0,0,0
"300 block sand st, Syracuse, NY",19,4,2,2,15,4,0,2,0,0,0,0,2,17,2,0,0,0,0,0,32,8,9,2,0,0,0,0,4,0,4,15,3,12,0,4
"300 block seymour st, Syracuse, NY",107,18,15,14,78,18,10,1,0,0,0,0,7,40,45,0,1,0,14,7,247,44,28,16,9,4,1,5,29,9,20,78,21,57,0,18
"300 block shonnard st, Syracuse, NY",31,2,7,4,20,2,0,0,0,0,0,0,2,13,12,0,1,0,4,1,96,8,7,4,5,2,3,2,11,7,4,20,11,9,0,2
"300 block shuart av, Syracuse, NY",91,7,36,23,32,7,3,1,1,0,0,0,2,80,5,3,0,0,0,3,190,30,38,11,11,0,0,1,59,12,47,32,5,27,2,5
"300 block small rd, Syracuse, NY",65,2,32,8,25,2,2,0,0,0,0,0,0,59,2,0,3,0,0,1,134,21,25,14,4,1,0,0,40,14,26,25,2,23,1,1
"300 block south av, Syracuse, NY",12,3,2,3,7,3,2,0,0,0,0,0,1,0,10,0,0,0,1,1,49,0,1,5,2,2,1,1,5,2,3,7,7,0,0,3
"300 block springfield rd, Syracuse, NY",7,1,0,5,2,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,12,3,3,1,0,0,0,0,5,0,5,2,0,2,0,1
"300 block stadium pl, Syracuse, NY",8,0,0,0,8,0,0,0,0,0,0,0,0,4,1,0,2,0,0,1,24,1,1,4,1,1,0,0,0,0,0,8,0,8,0,0
"300 block stafford av, Syracuse, NY",39,0,17,9,13,0,0,0,0,0,0,0,0,34,2,1,0,0,0,2,84,13,12,10,3,1,0,0,26,7,19,13,3,10,0,0
"300 block state st s, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block sterling av, Syracuse, NY",27,3,5,4,18,3,2,0,0,0,0,0,1,0,27,0,0,0,0,0,78,6,8,5,4,1,2,1,9,4,5,18,8,10,0,3
"300 block sunset av, Syracuse, NY",41,7,5,3,33,7,2,0,5,0,0,0,0,30,6,0,2,0,1,2,82,17,15,6,1,0,1,1,8,2,6,33,8,25,0,7
"300 block tennyson av, Syracuse, NY",112,2,35,13,64,2,2,0,0,0,0,0,0,105,4,1,1,0,0,1,242,37,36,27,8,4,0,0,48,15,33,64,9,55,0,2
"300 block tioga st, Syracuse, NY",118,26,13,7,98,26,14,1,1,1,3,0,6,56,40,1,2,0,15,4,318,41,27,13,21,8,2,6,20,10,10,98,47,51,1,25
"300 block tracy st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block tully st, Syracuse, NY",27,6,0,2,25,6,2,0,0,2,0,0,2,8,14,0,0,0,3,2,74,4,8,7,7,1,0,0,2,0,2,25,14,11,0,6
"300 block university pl, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block valley dr, Syracuse, NY",9,5,1,1,7,5,0,0,0,0,0,0,5,2,7,0,0,0,0,0,28,1,3,3,0,1,0,1,2,1,1,7,4,3,0,5
"300 block vann st, Syracuse, NY",38,6,5,8,25,6,1,0,0,1,0,0,4,32,6,0,0,0,0,0,82,13,13,7,4,0,1,0,13,2,11,25,8,17,0,6
"300 block vincent st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block walnut pl, Syracuse, NY",65,0,0,1,64,0,0,0,0,0,0,0,0,53,0,1,11,0,0,0,140,23,19,15,7,0,1,0,1,0,1,64,0,64,0,0
"300 block warner av, Syracuse, NY",16,6,4,1,11,6,0,0,2,0,0,0,4,5,11,0,0,0,0,0,47,4,2,2,7,1,0,0,5,2,3,11,7,4,0,6
"300 block warren st s, Syracuse, NY",476,8,0,1,475,8,1,2,0,0,2,0,3,254,36,2,170,0,3,11,668,315,138,15,8,0,0,0,1,0,1,475,19,456,0,8
"300 block washington st w, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block waverly av, Syracuse, NY",20,1,1,2,17,1,0,0,0,0,0,0,1,20,0,0,0,0,0,0,99,2,1,1,3,3,7,3,3,0,3,17,0,17,0,1
"300 block webster st, Syracuse, NY",55,8,16,6,33,8,2,0,0,0,0,0,6,6,44,0,0,0,3,2,177,13,12,10,8,3,4,5,22,8,14,33,20,13,0,8
"300 block westcott st, Syracuse, NY",58,8,9,3,46,8,7,0,1,0,0,0,0,22,31,0,2,0,1,2,158,12,19,12,7,5,2,1,12,2,10,46,21,25,0,8
"300 block wilkinson st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block willow st e, Syracuse, NY",7,7,0,0,7,7,1,0,0,0,0,0,6,5,2,0,0,0,0,0,11,4,2,1,0,0,0,0,0,0,0,7,1,6,0,7
"300 block wilson st, Syracuse, NY",45,9,13,6,26,9,0,0,0,0,1,0,8,42,2,0,0,0,0,1,96,16,15,9,3,1,1,0,19,2,17,26,8,18,0,9
"300 block winton st, Syracuse, NY",71,11,22,11,38,11,7,0,0,1,0,0,3,54,11,2,1,0,1,2,184,22,17,12,11,6,3,0,33,10,23,38,20,18,0,11
"300 block wodbine av, Syracuse, NY",49,1,21,8,20,1,1,0,0,0,0,0,0,43,6,0,0,0,0,0,99,19,19,7,1,1,2,0,29,6,23,20,7,13,0,1
"300 block woodruff av, Syracuse, NY",41,3,12,9,20,3,1,0,0,0,0,0,2,38,1,0,1,0,0,1,80,17,16,5,2,0,0,1,21,2,19,20,4,16,0,3
"3000 block genesee st e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3000 block james st, Syracuse, NY",95,4,33,14,48,4,3,0,0,0,0,0,1,73,17,0,0,0,0,5,206,36,32,12,8,5,1,1,47,18,29,48,12,36,0,4
"3000 block midland av, Syracuse, NY",8,1,5,1,2,1,0,0,0,1,0,0,0,5,2,0,0,0,0,1,13,4,3,1,0,0,0,0,6,0,6,2,1,1,0,1
"3100 block brighton av e, Syracuse, NY",23,1,8,13,2,1,0,0,1,0,0,0,0,22,0,0,0,0,1,0,40,14,5,1,2,1,0,0,21,2,19,2,1,1,0,1
"3100 block erie blvd e, Syracuse, NY",13,1,8,4,1,1,0,0,1,0,0,0,0,10,3,0,0,0,0,0,32,3,6,2,1,0,0,1,12,3,9,1,1,0,0,1
"3100 block genesee st e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3200 block brighton pl, Syracuse, NY",12,0,6,4,2,0,0,0,0,0,0,0,0,8,3,0,0,0,0,1,33,1,5,3,2,1,0,0,10,2,8,2,2,0,0,0
"3300 block burnet av, Syracuse, NY",30,1,19,5,6,1,0,0,0,0,1,0,0,5,24,0,1,0,0,0,88,4,11,6,4,3,1,1,24,8,16,6,2,4,0,1
"3300 block james st, Syracuse, NY",19,1,11,5,3,1,0,0,0,0,1,0,0,17,0,0,0,0,0,2,35,8,7,3,1,0,0,0,16,2,14,3,0,3,0,1
"3300 block midland av, Syracuse, NY",37,2,27,8,2,2,0,0,0,0,0,0,2,19,13,3,1,0,0,1,97,11,9,9,3,3,1,1,35,11,24,2,1,1,1,1
"3400 block burnet av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3400 block james st, Syracuse, NY",84,3,28,16,40,3,2,0,0,0,0,0,1,74,6,0,3,0,0,1,153,42,31,5,3,0,0,3,44,6,38,40,7,33,0,3
"3400 block salina st s, Syracuse, NY",25,10,4,0,21,10,3,0,1,0,0,0,6,6,17,0,0,0,0,2,80,7,5,4,4,2,1,2,4,2,2,21,9,12,0,10
"3600 block james st, Syracuse, NY",31,4,17,10,4,4,0,0,1,2,1,0,0,30,1,0,0,0,0,0,76,8,10,5,7,1,0,0,27,9,18,4,0,4,0,4
"3600 block midland av, Syracuse, NY",20,1,8,3,9,1,0,0,1,0,0,0,0,8,12,0,0,0,0,0,52,6,6,3,2,1,2,0,11,4,7,9,5,4,0,1
"3700 block midland av, Syracuse, NY",13,0,5,3,5,0,0,0,0,0,0,0,0,8,4,1,0,0,0,0,25,7,2,2,2,0,0,0,8,1,7,5,1,4,0,0
"3700 block salina st s, Syracuse, NY",14,2,9,4,1,2,1,0,0,0,0,0,1,6,8,0,0,0,0,0,21,8,5,1,0,0,0,0,13,0,13,1,0,1,0,2
"3800 block salina st s, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block alvord st s, Syracuse, NY",43,13,3,2,38,13,5,1,0,0,0,0,7,22,14,2,4,0,1,0,136,11,10,4,9,3,3,3,5,3,2,38,20,18,0,13
"400 block arthur st, Syracuse, NY",27,5,6,4,17,5,4,0,0,0,0,0,1,13,8,0,0,0,4,2,64,8,8,7,2,1,1,0,10,1,9,17,8,9,0,5
"400 block avery av, Syracuse, NY",9,0,1,2,6,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,31,2,0,3,2,1,0,1,3,2,1,6,4,2,0,0
"400 block bear st, Syracuse, NY",83,23,9,5,69,23,9,0,2,0,0,0,12,54,14,4,1,0,2,8,239,23,21,13,11,7,1,7,14,4,10,69,36,33,4,19
"400 block beattie st, Syracuse, NY",80,11,22,17,41,11,9,0,2,0,0,0,0,15,61,2,0,0,1,1,202,23,23,16,12,3,1,2,39,9,30,41,22,19,0,11
"400 block beech st s, Syracuse, NY",52,8,8,6,38,8,1,0,0,2,0,0,5,29,11,0,9,0,0,3,130,21,13,7,2,5,1,3,14,6,8,38,11,27,0,8
"400 block bellevue av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block boyden st, Syracuse, NY",94,9,28,11,55,9,2,1,0,1,0,0,5,76,8,2,2,0,2,4,231,32,25,19,9,3,3,3,39,13,26,55,17,38,0,9
"400 block bradley st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block brighton av e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block brookford rd, Syracuse, NY",78,41,30,15,33,41,38,0,1,2,0,0,0,68,7,0,1,0,1,1,138,42,20,10,4,2,0,0,45,9,36,33,1,32,2,39
"400 block burnet av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block burns av, Syracuse, NY",28,0,13,6,9,0,0,0,0,0,0,0,0,24,0,0,2,0,1,1,61,12,5,9,1,0,0,1,19,5,14,9,1,8,0,0
"400 block butternut st, Syracuse, NY",6,8,0,0,6,8,4,0,0,0,0,0,4,2,1,0,2,0,0,1,9,4,1,1,0,0,0,0,0,0,0,6,1,5,0,8
"400 block carbon st, Syracuse, NY",12,4,6,2,4,4,1,0,0,0,1,0,2,10,0,1,1,0,0,0,36,2,7,0,1,0,1,1,8,3,5,4,0,4,0,4
"400 block cayuga st, Syracuse, NY",1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"400 block clarence av, Syracuse, NY",2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0
"400 block columbus av, Syracuse, NY",19,5,4,5,10,5,3,0,0,2,0,0,0,5,12,0,0,0,2,0,47,6,5,3,3,2,0,0,9,4,5,10,4,6,0,5
"400 block colvin st w, Syracuse, NY",39,7,12,2,25,7,0,0,2,0,0,0,5,3,36,0,0,0,0,0,122,9,8,9,4,3,4,2,14,1,13,25,15,10,0,7
"400 block cortland av, Syracuse, NY",11,0,3,1,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,36,2,1,4,3,0,0,1,4,2,2,7,4,3,0,0
"400 block craddock st, Syracuse, NY",64,4,37,7,20,4,3,0,0,0,0,0,1,47,16,0,0,0,0,1,151,20,20,10,10,3,1,0,44,13,31,20,9,11,0,4
"400 block craig st, Syracuse, NY",96,7,42,29,25,7,0,0,0,0,0,0,7,84,5,0,3,0,2,2,219,36,28,13,11,6,0,2,71,16,55,25,10,15,1,6
"400 block crawford av, Syracuse, NY",36,0,27,5,4,0,0,0,0,0,0,0,0,31,4,0,1,0,0,0,88,4,21,3,7,1,0,0,32,7,25,4,2,2,0,0
"400 block danforth st, Syracuse, NY",56,5,4,2,50,5,1,0,0,0,1,0,3,30,12,1,11,0,0,2,146,17,13,12,7,3,4,0,6,1,5,50,22,28,1,4
"400 block delaware st, Syracuse, NY",55,7,9,4,42,7,6,0,0,0,0,0,1,23,19,1,0,0,10,2,160,13,15,10,7,5,3,2,13,5,8,42,26,16,0,7
"400 block dewitt st, Syracuse, NY",2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0
"400 block division st e, Syracuse, NY",98,24,12,18,68,24,13,0,2,0,0,0,9,59,13,2,17,0,5,2,265,32,24,9,17,8,6,2,30,10,20,68,32,36,0,24
"400 block dudley st, Syracuse, NY",33,10,10,1,22,10,9,0,0,0,0,0,1,4,23,0,0,0,4,2,90,10,5,10,5,1,1,1,11,5,6,22,10,12,0,10
"400 block elliott st, Syracuse, NY",32,2,11,8,13,2,2,0,0,0,0,0,0,23,7,0,0,0,0,2,78,7,17,1,2,4,1,0,19,3,16,13,5,8,0,2
"400 block ellis st, Syracuse, NY",53,1,25,8,20,1,0,0,0,0,0,0,1,13,39,0,0,0,0,1,144,13,12,16,5,5,0,2,33,6,27,20,12,8,0,1
"400 block elm st, Syracuse, NY",7,4,0,1,6,4,1,0,0,0,0,0,3,6,1,0,0,0,0,0,26,1,1,2,0,2,0,1,1,0,1,6,5,1,0,4
"400 block emerson av, Syracuse, NY",44,1,12,7,25,1,1,0,0,0,0,0,0,44,0,0,0,0,0,0,82,21,14,5,3,0,1,0,19,1,18,25,2,23,0,1
"400 block erie blvd e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block erie st, Syracuse, NY",43,3,12,7,24,3,1,0,1,0,0,0,1,40,3,0,0,0,0,0,87,22,10,3,5,2,1,0,19,4,15,24,6,18,0,3
"400 block fabius st, Syracuse, NY",7,2,3,0,4,2,2,0,0,0,0,0,0,4,1,0,1,0,0,1,21,3,2,1,0,0,0,1,3,1,2,4,1,3,1,1
"400 block franklin st n, Syracuse, NY",22,6,11,5,6,6,3,0,2,0,0,0,1,20,2,0,0,0,0,0,48,8,7,3,3,1,0,0,16,4,12,6,1,5,0,6
"400 block franklin st s, Syracuse, NY",111,6,51,18,42,6,2,0,1,0,0,0,3,98,10,0,0,0,1,2,238,43,32,18,15,2,0,1,69,20,49,42,14,28,0,6
"400 block genesee pkwy e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block graves st, Syracuse, NY",33,6,5,5,23,6,2,0,0,0,0,0,4,28,3,0,2,0,0,0,91,10,6,8,5,0,3,1,10,2,8,23,10,13,0,6
"400 block hamilton st, Syracuse, NY",119,11,45,16,58,11,4,0,2,0,0,0,5,110,5,1,1,0,2,0,262,42,40,25,4,3,2,3,61,10,51,58,7,51,0,11
"400 block harrison st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block harwood av, Syracuse, NY",30,0,25,5,0,0,0,0,0,0,0,0,0,19,8,0,1,0,1,1,79,6,11,7,2,3,0,1,30,8,22,0,0,0,0,0
"400 block hawley av, Syracuse, NY",61,11,7,2,52,11,7,1,0,0,0,0,3,44,9,0,3,0,3,2,122,27,24,3,4,1,0,2,9,2,7,52,9,43,0,11
"400 block helen st, Syracuse, NY",34,3,24,9,1,3,0,0,1,1,1,0,0,34,0,0,0,0,0,0,77,7,16,6,5,0,0,0,33,8,25,1,0,1,0,3
"400 block hickok av, Syracuse, NY",94,8,16,7,71,8,6,0,1,0,0,0,1,52,35,0,1,0,3,3,231,25,26,24,13,6,0,0,23,8,15,71,36,35,1,7
"400 block highland st, Syracuse, NY",223,23,3,2,218,23,21,2,0,0,0,0,0,153,58,2,3,0,2,5,243,209,10,2,2,0,0,0,5,1,4,218,0,218,0,23
"400 block irving av, Syracuse, NY",12,0,3,3,6,0,0,0,0,0,0,0,0,3,6,0,0,0,2,1,27,4,3,4,0,1,0,0,6,1,5,6,1,5,0,0
"400 block james st, Syracuse, NY",134,40,1,0,133,40,39,0,0,0,0,0,1,90,35,4,3,0,0,2,151,117,17,0,0,0,0,0,1,0,1,133,1,132,0,40
"400 block kimber rd, Syracuse, NY",15,3,10,5,0,3,0,0,0,0,0,0,3,12,2,1,0,0,0,0,31,4,7,3,1,0,0,0,15,1,14,0,0,0,0,3
"400 block kirk av, Syracuse, NY",22,5,2,3,17,5,1,0,1,0,0,0,3,5,14,1,0,0,1,1,63,3,9,5,1,1,3,0,5,2,3,17,10,7,0,5
"400 block kirkpatrick st, Syracuse, NY",41,6,0,1,40,6,4,0,0,0,0,0,2,27,12,0,0,0,1,1,103,10,15,6,6,3,1,0,1,0,1,40,20,20,0,6
"400 block lillian av, Syracuse, NY",48,0,23,7,18,0,0,0,0,0,0,0,0,42,4,1,0,0,0,1,92,20,18,5,4,1,0,0,30,3,27,18,6,12,0,0
"400 block marshall st, Syracuse, NY",123,0,0,0,123,0,0,0,0,0,0,0,0,102,1,0,20,0,0,0,309,26,41,33,16,6,0,1,0,0,0,123,0,123,0,0
"400 block merriman av, Syracuse, NY",26,4,2,5,19,4,1,0,0,0,0,0,3,13,7,0,0,0,4,2,99,5,3,6,4,3,2,3,7,3,4,19,15,4,1,3
"400 block midler av s, Syracuse, NY",45,2,0,0,45,2,2,0,0,0,0,0,0,16,26,0,0,0,0,3,75,25,14,4,0,2,0,0,0,0,0,45,13,32,0,2
"400 block onondaga st w, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block oswego st, Syracuse, NY",158,13,5,3,150,13,7,0,0,0,0,0,6,47,82,7,0,1,16,5,291,96,31,14,6,7,0,4,8,1,7,150,26,124,1,12
"400 block otisco st, Syracuse, NY",45,1,0,4,41,1,0,0,0,0,0,0,1,10,31,1,0,0,3,0,149,2,16,12,9,0,2,4,4,0,4,41,33,8,0,1
"400 block park st, Syracuse, NY",122,11,16,6,100,11,6,0,0,0,0,0,5,84,24,0,9,0,3,2,324,38,30,26,13,7,2,6,22,6,16,100,47,53,0,11
"400 block raynor av e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block rich st, Syracuse, NY",15,4,3,3,9,4,0,1,0,1,0,0,2,2,12,0,0,0,0,1,41,3,7,1,2,0,1,1,6,0,6,9,4,5,0,4
"400 block richmond av, Syracuse, NY",26,4,4,4,18,4,2,0,0,0,0,0,2,23,1,0,0,0,1,1,57,7,12,4,1,2,0,0,8,1,7,18,6,12,0,4
"400 block ridgewood dr, Syracuse, NY",27,1,19,6,2,1,1,0,0,0,0,0,0,26,1,0,0,0,0,0,60,12,5,5,2,3,0,0,25,6,19,2,1,1,0,1
"400 block roberts av, Syracuse, NY",50,4,27,9,14,4,1,1,2,0,0,0,0,38,9,0,0,0,0,3,132,11,19,6,8,5,0,1,36,13,23,14,8,6,0,4
"400 block robineau rd, Syracuse, NY",34,4,21,5,8,4,0,0,1,0,0,0,3,23,9,0,0,0,0,2,98,7,7,9,7,2,2,0,26,11,15,8,7,1,0,4
"400 block roosevelt av, Syracuse, NY",16,0,6,8,2,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,31,5,9,1,0,1,0,0,14,1,13,2,1,1,0,0
"400 block salina st n, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block salina st s, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
